January;78.80645161;48.87096774;6
February;59.5;44.28571429;5.321428571
March;66.61290323;66.58064516;4.580645161
April;53.46666667;93.73333333;3.5
May;65.12903226;126.1935484;5.064516129
June;58.56666667;159.2666667;4.2
July;67.5483871;182.1935484;4.870967742
August;52.48387097;188.8064516;4.741935484
September;58.23333333;145.3666667;4.733333333
October;44.67741935;115.6774194;5.258064516
November;91.4;110.2;6.433333333
December;86.58064516;98.09677419;6.451612903
